epoch,accuracy,loss,val_accuracy,val_loss
0,0.9598322510719299,0.18011018633842468,0.7245489954948425,1.7391383647918701
1,0.9248265624046326,0.3946729600429535,0.811211347579956,1.106252670288086
2,0.9522503614425659,0.19974729418754578,0.9632731676101685,0.14268547296524048
3,0.9722535610198975,0.10815729945898056,0.9768041372299194,0.10300339013338089
4,0.9654783010482788,0.16800005733966827,0.9874355792999268,0.07135975360870361
5,0.955476701259613,0.2075328230857849,0.9822809100151062,0.10496354848146439
6,0.9664462208747864,0.1420796811580658,0.9413659572601318,0.32936182618141174
7,0.9774157404899597,0.11151079088449478,0.9500644207000732,0.29744216799736023
